,name,address,website,phone_number,reviews_count,reviews_average,images
137,Bida LYP,"436 Nguyễn Kiệm, Phường 3, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Vietnam",m.facebook.com,+84 823 453 030,265,4.4,"['https://lh5.googleusercontent.com/p/AF1QipPXpLohtd7higInJ_P4NxsVGU1nus9aQmVqEdVM', 'https://lh5.googleusercontent.com/p/AF1QipMuHDqhhhkgd9OwGslzOsqgGh5S8_9lFk6wpxqk']"
138,Billiards Club Quán Quân,"119 Hoàng Văn Thụ, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3844 7626,1,1.0,"['https://lh5.googleusercontent.com/p/AF1QipMuHDqhhhkgd9OwGslzOsqgGh5S8_9lFk6wpxqk', 'https://lh5.googleusercontent.com/p/AF1QipPXpLohtd7higInJ_P4NxsVGU1nus9aQmVqEdVM']"
139,Câu Lạc Bộ Bida LYP - Phan Xích Long Phú Nhuận,"476 Phan Xích Long, Phường 3, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 822 223 030,177,4.7,"['https://lh5.googleusercontent.com/p/AF1QipMo7W50ErA_C2MsMNhebuOl9D4Wl33_bBQPzxke', 'https://lh5.googleusercontent.com/p/AF1QipMuHDqhhhkgd9OwGslzOsqgGh5S8_9lFk6wpxqk']"
140,BILLIARDS NINE CLUB,"170/2 đường Phan Đăng Lưu, P.3, Phú Nhuận, Phường 3, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",,+84 28 2240 0084,4,3.8,"['https://lh5.googleusercontent.com/p/AF1QipMo7W50ErA_C2MsMNhebuOl9D4Wl33_bBQPzxke', 'https://lh5.googleusercontent.com/p/AF1QipPXpLohtd7higInJ_P4NxsVGU1nus9aQmVqEdVM']"
141,Billards 162,"134 Trần Kế Xương, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",,+84 90 988 58 08,9,4.8,"['https://lh5.googleusercontent.com/p/AF1QipORnzo_pe0dh7VXhmvWxtZEQ2R7VnOFhnJjOmYH', 'https://lh5.googleusercontent.com/p/AF1QipPXpLohtd7higInJ_P4NxsVGU1nus9aQmVqEdVM']"
142,Clb Bida A3,"66 Nguyễn Văn Đậu, Phường 6, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",,,51,4.2,"['https://lh5.googleusercontent.com/p/AF1QipNJETZJa0xh8f3izPiUP1dRF71Dx_NkxkVLXmG1', 'https://lh5.googleusercontent.com/p/AF1QipORnzo_pe0dh7VXhmvWxtZEQ2R7VnOFhnJjOmYH']"
143,Hệ Thống Billiards Sinh Đôi,"106 Đ. Phùng Văn Cung, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",,+84 93 235 79 05,,,"['https://lh5.googleusercontent.com/p/AF1QipNJETZJa0xh8f3izPiUP1dRF71Dx_NkxkVLXmG1', 'https://lh5.googleusercontent.com/p/AF1QipPXpLohtd7higInJ_P4NxsVGU1nus9aQmVqEdVM']"
144,Clb Bida Khanh,"123 Phan Đăng Lưu, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3995 0208,,,"['https://lh5.googleusercontent.com/p/AF1QipPXpLohtd7higInJ_P4NxsVGU1nus9aQmVqEdVM', 'https://lh5.googleusercontent.com/p/AF1QipMuHDqhhhkgd9OwGslzOsqgGh5S8_9lFk6wpxqk']"
145,Clb Bida Thiên Trúc,"67 Nguyễn Công Hoan, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",,,16,4.1,"['https://lh5.googleusercontent.com/p/AF1QipMn_QIM7M3BAINaO7zVUq4nUF1oEi5MRUm1x8Tt', 'https://lh5.googleusercontent.com/p/AF1QipPXpLohtd7higInJ_P4NxsVGU1nus9aQmVqEdVM']"
146,Clb Bida Dũng,"553 Nguyễn Kiệm, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipMn_QIM7M3BAINaO7zVUq4nUF1oEi5MRUm1x8Tt', 'https://lh5.googleusercontent.com/p/AF1QipPXpLohtd7higInJ_P4NxsVGU1nus9aQmVqEdVM']"
147,Clb Bida Tân Phú Quý,"189 Tân Kỳ Tân Quý, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3810 0906,21,4.6,"['https://lh5.googleusercontent.com/p/AF1QipMSu0iPLOAy361PrLppyB8nrP_GO8rWPUKoN4Gr', 'https://lh5.googleusercontent.com/p/AF1QipOannGQtpovlJrKNZgYuctoGE1W6kyQU09hSegj']"
148,CLB Bida Máy Lạnh T2 Quận Tân Phú,"347 Tân Kỳ Tân Quý, Tân Quý, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 93 523 35 21,24,5.0,"['https://lh5.googleusercontent.com/p/AF1QipOannGQtpovlJrKNZgYuctoGE1W6kyQU09hSegj', 'https://lh5.googleusercontent.com/p/AF1QipMSu0iPLOAy361PrLppyB8nrP_GO8rWPUKoN4Gr']"
149,Câu Lạc Bộ Bida LYP - Lũy Bán Bích Tân Phú,"302 Lũy Bán Bích, Hoà Thanh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",facebook.com,+84 839 793 030,213,4.7,"['https://lh5.googleusercontent.com/p/AF1QipMlHdH1GHk_URyhTW3vHqWxNJ5VgZFeeOLy4Dj8', 'https://lh5.googleusercontent.com/p/AF1QipOannGQtpovlJrKNZgYuctoGE1W6kyQU09hSegj']"
150,Q7 Billiard - Thoả mãn đam mê,"476A Lũy Bán Bích, Hoà Thanh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",facebook.com,+84 96 100 61 63,29,4.2,"['https://lh5.googleusercontent.com/p/AF1QipODp-5bJ3DPCxmrwwSudwxTKgNpeUpdktziGbgf', 'https://lh5.googleusercontent.com/p/AF1QipMlHdH1GHk_URyhTW3vHqWxNJ5VgZFeeOLy4Dj8']"
151,Clb Billiards,"5 Đường Trần Hưng Đạo, Tân Thành, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 28 3849 6403,,,"['https://lh5.googleusercontent.com/p/AF1QipODp-5bJ3DPCxmrwwSudwxTKgNpeUpdktziGbgf', 'https://lh5.googleusercontent.com/p/AF1QipMSu0iPLOAy361PrLppyB8nrP_GO8rWPUKoN4Gr']"
152,Bon Billiards Club Tân Phú,"60 Đường Bờ Bao, P, Tân Phú, Thành phố Hồ Chí Minh 72010, Vietnam",business.site,+84 90 442 51 14,,,"['https://lh5.googleusercontent.com/p/AF1QipOCwydEtDQo6h4Kt3oE2IipPDrrNV_qdr0cOuzo', 'https://lh5.googleusercontent.com/p/AF1QipMSu0iPLOAy361PrLppyB8nrP_GO8rWPUKoN4Gr']"
153,CLB Bida Go On CN 429A Lê Trọng Tấn,"429a Lê Trọng Tấn, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",,+84 93 747 30 08,26,4.2,"['https://lh5.googleusercontent.com/p/AF1QipMzcuaFQ_1Mk9yxRpBHT2tOH0_vXAF8BHeua-pk', 'https://lh5.googleusercontent.com/p/AF1QipOCwydEtDQo6h4Kt3oE2IipPDrrNV_qdr0cOuzo']"
154,Nguyen Thi Ngoc Tram Billiard Club,"14A, Đường Luỹ Bán Bích, Quận Tân Phú, Tân Thành, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",,+84 91 618 38 78,2,4.0,"['https://lh5.googleusercontent.com/p/AF1QipMN-yiArRjhLrt9oS5hJZIz5TFJDXrA69uX11v7', 'https://lh5.googleusercontent.com/p/AF1QipMzcuaFQ_1Mk9yxRpBHT2tOH0_vXAF8BHeua-pk']"
155,Billiards NewClub 1 Tân Thành,"1 Đ. Tân Thành, Phường, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",,+84 90 162 26 10,42,4.1,"['https://lh5.googleusercontent.com/p/AF1QipOmCu_5IUFydQ_hEjWIX42-wE7SqnWYS6Xzyr5X', 'https://lh5.googleusercontent.com/p/AF1QipMN-yiArRjhLrt9oS5hJZIz5TFJDXrA69uX11v7']"
156,Zoom Bida Tân Phú,"110B Tân Quý, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 392 787 379,31,4.9,"['https://lh5.googleusercontent.com/p/AF1QipMoDnHuFNu6NiSXhuCZisCir7v-0q1RYAn2QrA', 'https://lh5.googleusercontent.com/p/AF1QipOmCu_5IUFydQ_hEjWIX42-wE7SqnWYS6Xzyr5X']"
157,CLB Billiards Win,"541 Nguyễn Oanh, Phường 6, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",,,3,4.7,"['https://lh5.googleusercontent.com/p/AF1QipOY9kdfnJc3syhCA_p_gDKCqbazfISW_4fLlyAo', 'https://lh5.googleusercontent.com/p/AF1QipOsGbfq7NwlsJh5N5oZVYrmIZecQMR5_cnqOTYX']"
158,Vũ Tâm Billiards Gò Vấp. Cơ Bida Phụ Kiện Bida,"125/19 Đ. Lê Đức Thọ, Phường 7, Gò Vấp, Thành phố Hồ Chí Minh 74000, Vietnam",vutambilliards.com,+84 94 591 39 99,30,5.0,"['https://lh5.googleusercontent.com/p/AF1QipOsGbfq7NwlsJh5N5oZVYrmIZecQMR5_cnqOTYX', 'https://lh5.googleusercontent.com/p/AF1QipOY9kdfnJc3syhCA_p_gDKCqbazfISW_4fLlyAo']"
159,Quốc Nguyện Billiards Club,"RMHR+8H6, Nguyễn Thái Sơn, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",,,16,4.2,"['https://lh5.googleusercontent.com/p/AF1QipMdByunD0WHHSSybrcRd90v8MnvDf_MTaz6Grvh', 'https://lh5.googleusercontent.com/p/AF1QipOsGbfq7NwlsJh5N5oZVYrmIZecQMR5_cnqOTYX']"
160,Billiards Club 888,"Số 8 Đ. số 3, Phường 9, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 94 741 68 39,36,4.5,"['https://lh5.googleusercontent.com/p/AF1QipOOXKKUudom8IxdocEdBes_-fmEVqAWFNCVQrKI', 'https://lh5.googleusercontent.com/p/AF1QipMdByunD0WHHSSybrcRd90v8MnvDf_MTaz6Grvh']"
161,Clb Bida GO ON,"1252 Quang Trung, Phường 08, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",,,6,5.0,"['https://lh5.googleusercontent.com/p/AF1QipN8dxyCeGDI_dLkzoLnANkpgwsdMv__Uf4eDzXj', 'https://lh5.googleusercontent.com/p/AF1QipOOXKKUudom8IxdocEdBes_-fmEVqAWFNCVQrKI']"
162,Club Bida Lê Thịnh,"87 Nguyên Hồng, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 93 800 29 08,9,4.8,"['https://lh5.googleusercontent.com/p/AF1QipOtsFsyrhl_Z3EjtVAsHgZd5tATD13MwXldg7m2', 'https://lh5.googleusercontent.com/p/AF1QipN8dxyCeGDI_dLkzoLnANkpgwsdMv__Uf4eDzXj']"
163,MTV BIilliards club (Câu lạc bộ Bida MTV) Chi Nhánh 2,"124 Đường số 20, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 377 899 444,50,4.9,"['https://lh5.googleusercontent.com/p/AF1QipMfWP-F-EXN5Zs8R39lY6WqOl4PKUVyqIkB118m', 'https://lh5.googleusercontent.com/p/AF1QipOtsFsyrhl_Z3EjtVAsHgZd5tATD13MwXldg7m2']"
164,Clb Bida Sài Gòn,"26 Đ. Phan Văn Trị, Phường 7, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",,,22,4.0,"['https://lh5.googleusercontent.com/p/AF1QipMNGSSAbYSblOHK46YFOnbsNRjSTcRse0aA6Y77', 'https://lh5.googleusercontent.com/p/AF1QipMfWP-F-EXN5Zs8R39lY6WqOl4PKUVyqIkB118m']"
165,Billiards Club,"70/6E Đ. Lê Văn Thọ, Phường 8, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",,+84 93 828 86 55,,,"['https://lh5.googleusercontent.com/p/AF1QipMNGSSAbYSblOHK46YFOnbsNRjSTcRse0aA6Y77', 'https://lh5.googleusercontent.com/p/AF1QipOY9kdfnJc3syhCA_p_gDKCqbazfISW_4fLlyAo']"
166,Hoàng Sao | Billiards & Passion,"152 Nguyễn Oanh, Phường 7, Gò Vấp, Thành phố Hồ Chí Minh 70000, Vietnam",hoangsao.vn,+84 96 357 74 17,34,4.5,"['https://lh5.googleusercontent.com/p/AF1QipMGCk_VO74KF1E_TA_cbsq_4vkadXv-rFu58E3R', 'https://lh5.googleusercontent.com/p/AF1QipOY9kdfnJc3syhCA_p_gDKCqbazfISW_4fLlyAo']"
167,Billiards Club Vành Đai,"171 Đường số 7, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",,,23,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x', 'https://lh5.googleusercontent.com/p/AF1QipMFxjbupQh0qjHUl9Uz7HJoKndk-0E-zglN6M90']"
168,Clb Bida Vành Đai,"110 Đ. Vành Đai Trong, An Lạc A, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3877 9144,1,5.0,"['https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x', 'https://lh5.googleusercontent.com/p/AF1QipMFxjbupQh0qjHUl9Uz7HJoKndk-0E-zglN6M90']"
169,Clb Bida 267,"267 Phan Anh, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x', 'https://lh5.googleusercontent.com/p/AF1QipMFxjbupQh0qjHUl9Uz7HJoKndk-0E-zglN6M90']"
170,Câu Lạc Bộ Bida LYP - Âu Cơ Tân Bình,"622 Âu Cơ, Phường 10, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 839 393 030,151,4.7,"['https://lh5.googleusercontent.com/p/AF1QipMFxjbupQh0qjHUl9Uz7HJoKndk-0E-zglN6M90', 'https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x']"
171,CLB Bida 143,"9 Phạm Văn Hai, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,69,4.0,"['https://lh5.googleusercontent.com/p/AF1QipNhkppJWyPipvwrEuYa-2e_GBXkrq9kRg7gn8JO', 'https://lh5.googleusercontent.com/p/AF1QipMFxjbupQh0qjHUl9Uz7HJoKndk-0E-zglN6M90']"
172,Câu lạc bộ Bida The One,"280 Âu Cơ, Phường 9, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 868 381 138,51,4.2,"['https://lh5.googleusercontent.com/p/AF1QipOh2aNkS4qnWh1wBOOiYIa3CQO3n2OKMpDqbybQ', 'https://lh5.googleusercontent.com/p/AF1QipNhkppJWyPipvwrEuYa-2e_GBXkrq9kRg7gn8JO']"
173,Clb Bida Tài,"94 Đ. Vành Đai Trong, An Lạc A, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipOh2aNkS4qnWh1wBOOiYIa3CQO3n2OKMpDqbybQ', 'https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x']"
174,Billiard Club,"83 Thăng Long, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3842 0955,1,5.0,"['https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x', 'https://lh5.googleusercontent.com/p/AF1QipMFxjbupQh0qjHUl9Uz7HJoKndk-0E-zglN6M90']"
175,Clb Bida 66,"66 Đường Số 26, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x', 'https://lh5.googleusercontent.com/p/AF1QipMFxjbupQh0qjHUl9Uz7HJoKndk-0E-zglN6M90']"
176,Clb Bida 61,"1 Đ. Phan Đình Giót, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,3,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x', 'https://lh5.googleusercontent.com/p/AF1QipMFxjbupQh0qjHUl9Uz7HJoKndk-0E-zglN6M90']"
177,Billiards Clup TOP ONE,"239 Đ. Số 11, Linh Xuân, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,+84 91 986 19 95,10,4.6,"['https://lh5.googleusercontent.com/p/AF1QipNorP9_QXEIFtzJYYfdZYk7j9v8Eyh_18d1boji', 'https://lh5.googleusercontent.com/p/AF1QipPDPdDhiyNEmxQYUkiXx9qH1yAZSQE6UUiRHwCy']"
178,Billiards club Tu Sang (clb bida Tư Sang),"Đ. Số 1, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 91 634 87 48,18,4.6,"['https://lh5.googleusercontent.com/p/AF1QipM6Fg0wd6Y_iGPMY6rHCJouKYtsV537V8CA5uUA', 'https://lh5.googleusercontent.com/p/AF1QipNorP9_QXEIFtzJYYfdZYk7j9v8Eyh_18d1boji']"
179,Billiards KTS2 Club,"21B Bà Giang, Linh Xuân, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipM6Fg0wd6Y_iGPMY6rHCJouKYtsV537V8CA5uUA', 'https://lh5.googleusercontent.com/p/AF1QipNorP9_QXEIFtzJYYfdZYk7j9v8Eyh_18d1boji']"
180,Billiards 365 - CLB Bida 365 số 65A cây Keo Thủ Đức,"65A Đường Cây Keo, Khu Phố 1, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 93 505 59 38,9,4.8,"['https://lh5.googleusercontent.com/p/AF1QipO6Mu6Goo7zuIP-2lIQ75ohqBFpHkGflDq7ZYa5', 'https://lh5.googleusercontent.com/p/AF1QipOzML70pWXVnUQGYr-LDLRWScXfyWWaraY90Qtw']"
181,Tiệm Billiards Đường Cơ Bản,"22 Hoàng Diệu 2, Phường Linh Chiểu, Quận Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,+84 98 980 79 79,,,"['https://lh5.googleusercontent.com/p/AF1QipO6Mu6Goo7zuIP-2lIQ75ohqBFpHkGflDq7ZYa5', 'https://lh5.googleusercontent.com/p/AF1QipNkyGBvc2hM8mxoNDYHAje-964btmcBYsbY7IBQ']"
182,Billiards Club Phương Vy,"87/5 Đ. Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,,19,4.0,"['https://lh5.googleusercontent.com/p/AF1QipP3bCGEP967QeFyt9EUOfI_Tqbo5o0Dv2qUw6hX', 'https://lh5.googleusercontent.com/p/AF1QipOsK5QObCrS-ikVA7WjbMpFWaErneGPD1WEUKVk']"
183,Billiard A7 Club,"38 Đ. số 17, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipP3bCGEP967QeFyt9EUOfI_Tqbo5o0Dv2qUw6hX', 'https://lh5.googleusercontent.com/p/AF1QipNzHyoQF9Hvf4Q6oh8p3460aZVN10GGiPsYT-tA']"
184,Clb Bida Nguyễn Quý,"VQ8J+QPC, Lê Văn Chí, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipMs2dMMLAF4-5IWI_fde6anGTlGl70KVTIyKzhH', 'https://lh5.googleusercontent.com/p/AF1QipM6Fg0wd6Y_iGPMY6rHCJouKYtsV537V8CA5uUA']"
185,CLB Bida Đỗ Vương - Do Vuong Billiards Club,"178 Đ. Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,+84 98 373 58 78,41,4.4,"['https://lh5.googleusercontent.com/p/AF1QipNJFlbl5OklJa-4RMzbexuQVLsJmUhKc_FWyW8Y', 'https://lh5.googleusercontent.com/p/AF1QipMs2dMMLAF4-5IWI_fde6anGTlGl70KVTIyKzhH']"
186,CLB Bida Nhẫn Sinh 3 - Nhan Sinh 3 Billiards Club,"219 Đ. Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,+84 93 211 13 15,,,"['https://lh5.googleusercontent.com/p/AF1QipN7HnpA-eijC9nW5MvO9tQN9V5hfhsZc-5Vt4Rl', 'https://lh5.googleusercontent.com/p/AF1QipNJFlbl5OklJa-4RMzbexuQVLsJmUhKc_FWyW8Y']"
187,Billiards Anh Em,"Hiệp Bình Chánh, Thủ Đức, Ho Chi Minh City, Vietnam",,,10,3.4,"['https://lh5.googleusercontent.com/p/AF1QipP-N2znWp1aBGqQoDX2pNTkz3B64ioF4p1QytEL', 'https://lh5.googleusercontent.com/p/AF1QipMgVrrYlWMmW3Eb7ZkhJB32g51CDxCSmrYR9KAf']"
188,Qi Billiards,"40 C5/18, Bình Hưng, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",,+84 92 354 22 94,15,4.7,"['https://lh5.googleusercontent.com/p/AF1QipP-N2znWp1aBGqQoDX2pNTkz3B64ioF4p1QytEL', 'https://lh3.googleusercontent.com/a/AAcHTtc3JUTq2KPoUr-H3TCuoc0f0dBT05McwAiIS96F']"
189,KISS Billiards & Lounge,"866 Đ. Phạm Văn Đồng, Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh 700000, Vietnam",kissbilliards.com,+84 789 737 737,141,4.2,"['https://lh5.googleusercontent.com/p/AF1QipPBIEoR3PcdvllyKpH4WbyW3JpNw5oF6bkmndpe', 'https://lh5.googleusercontent.com/p/AF1QipN3Vxbleezn_s0-Itb6kiZDoaOCj4wyCOP_iFDD']"
190,CLB BIDA SỐ 7,"35 Đ. số 10, Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,,7,4.7,"['https://lh5.googleusercontent.com/p/AF1QipO9Owzgh036b5NlkVC50Nq8DBxignzDc4MiH6zS', 'https://lh5.googleusercontent.com/p/AF1QipPBIEoR3PcdvllyKpH4WbyW3JpNw5oF6bkmndpe']"
191,Sao Star Billiards,"RH2G+PXQ, Vĩnh Lộc B, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",,+84 93 323 33 10,,,"['https://lh5.googleusercontent.com/p/AF1QipNng8Z5PoHJTbAIXYNRMFGOSgegCvl70NR0qxc7', 'https://lh5.googleusercontent.com/p/AF1QipO9Owzgh036b5NlkVC50Nq8DBxignzDc4MiH6zS']"
192,Moon Billiards,"07-09 Đ. số 10, Khu Phố 4, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",moon-billiards.business.site,+84 385 770 661,20,5.0,"['https://lh5.googleusercontent.com/p/AF1QipOkSmqQAxNjM6fsLSBDIYZtbpiGUph8JSbFZ9cY', 'https://lh5.googleusercontent.com/p/AF1QipNng8Z5PoHJTbAIXYNRMFGOSgegCvl70NR0qxc7']"
193,Billiards Thanh Minh An Lạc,"1332 QL1A, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",,+84 28 2240 9797,7,5.0,"['https://lh5.googleusercontent.com/p/AF1QipPP13Gm1xoogb-cvlG8nmxwmox0du_P6oX2-oY', 'https://lh5.googleusercontent.com/p/AF1QipOkSmqQAxNjM6fsLSBDIYZtbpiGUph8JSbFZ9cY']"
194,Kent Billiard,"1746 Đ. Vĩnh Lộc, Vĩnh Lộc B, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",,+84 898 152 801,8,4.4,"['https://lh5.googleusercontent.com/p/AF1QipMTFT2fGWxH-gefDd7Jfal-cFWWwXf0J6YEDV1a', 'https://lh5.googleusercontent.com/p/AF1QipPP13Gm1xoogb-cvlG8nmxwmox0du_P6oX2-oY']"
195,Billiards Club No. 72,"3A60 Đ. Trần Văn Giàu, ấp 3, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipM5fP_dNwGrUvEB4VQQM2UTHIQw9ITEwJl2zecl', 'https://lh5.googleusercontent.com/p/AF1QipMTFT2fGWxH-gefDd7Jfal-cFWWwXf0J6YEDV1a']"
196,Billiards Club No. 72,"3A60 Đ. Trần Văn Giàu, ấp 3, Bình Chánh, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipM5fP_dNwGrUvEB4VQQM2UTHIQw9ITEwJl2zecl', 'https://lh5.googleusercontent.com/p/AF1QipMesFkTMND9CqHevgFRJZPGmprGFd306zqRGKGI']"
197,Clb Bida DH Nhà Bè,"35/5 Lê Văn Lương, Phước Kiển, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",,+84 862 483 536,28,4.8,"['https://lh5.googleusercontent.com/p/AF1QipOgbljt0LwZmm_wg1KvzM9_IoZeuIR_pEQNsO2J', 'https://lh5.googleusercontent.com/p/AF1QipOl_F1oZri5qxNkaCopDgHLVd_BZGaCow_Gc4RX']"
198,Clb Bida Art,"142 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3781 0190,1,3.0,"['https://lh5.googleusercontent.com/p/AF1QipOgbljt0LwZmm_wg1KvzM9_IoZeuIR_pEQNsO2J', 'https://lh3.googleusercontent.com/a-/AD_cMMTxiAJNiGyHvv2omZQt2nNYnG6zcdIk90rWIWv6UQ']"
199,Billiard Cub 79 PRO,"1074 Lê Văn Lương, Phước Kiển, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",business.site,,3,5.0,"['https://lh5.googleusercontent.com/p/AF1QipNN52SeUYZ88AiRfg3Alalwb4gmgp0ErJeX7fxF', 'https://lh5.googleusercontent.com/p/AF1QipNK5_J-S6FQrzjRQD5SJRQZ_Ups-1THUEUDCwnF']"
200,Nghĩa Coffee Billiard,"PP2Q+MWH, D. Cát Lợi, TT. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipNN52SeUYZ88AiRfg3Alalwb4gmgp0ErJeX7fxF', 'https://lh5.googleusercontent.com/p/AF1QipPiVcp4WbA3TzvnQM_1_xbj_a5nEUsF6eUzGonu']"
201,Billiards Công Thành,"Huỳnh Tấn Phát, Phú Xuân, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",business.site,+84 90 139 85 16,,,"['https://lh5.googleusercontent.com/p/AF1QipPiVcp4WbA3TzvnQM_1_xbj_a5nEUsF6eUzGonu', 'https://lh5.googleusercontent.com/p/AF1QipNMSQ5RXyjl3bYHyEMNqO-vOKkY-6UIzaGetw8f']"
202,Billiard Huynh Đệ,"86 Đường Nguyễn Văn Tạo, Long Thới, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",,,1,3.0,"['https://lh5.googleusercontent.com/p/AF1QipObORLaiRtM11M-jwQuXlUuoZ70V59KHmqUGhql', 'https://lh5.googleusercontent.com/p/AF1QipPiVcp4WbA3TzvnQM_1_xbj_a5nEUsF6eUzGonu']"
