,name,address,website,phone_number,reviews_count,reviews_average,images
361,Han Story - Nhà hàng Hàn Quốc,"270 Đ. Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh 700000, Vietnam",hanstory.cukcuk.vn,+84 339 588 270,29,4.2,"['https://lh5.googleusercontent.com/p/AF1QipNvxY2PzWbUyd_Kz1WpQg6o-AtcWPV9ksvmK-i-', 'https://lh5.googleusercontent.com/p/AF1QipNeN-LEExLjlTInJP1eowpPOlQGB4GEJBaRU1c0']"
362,Nhà hàng Vườn Quê 1 Bình Thạnh - tiệc thôi nôi trọn gói trang trí,"38 Đường D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",nhahangvuonque.com.vn,+84 90 111 00 06,,,"['https://lh5.googleusercontent.com/p/AF1QipPeMX0-e8_NNs-vkPgEM4noAF1ikiG5-mxHcUHt', 'https://lh5.googleusercontent.com/p/AF1QipNvxY2PzWbUyd_Kz1WpQg6o-AtcWPV9ksvmK-i-']"
363,Song Trang,"233A Bình Quới, Phường 28, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 28 3556 2516,,,"['https://lh5.googleusercontent.com/p/AF1QipPdIkQYwDAkjl86q3u1VhOd8f25REcb0fRtTrKl', 'https://lh5.googleusercontent.com/p/AF1QipPeMX0-e8_NNs-vkPgEM4noAF1ikiG5-mxHcUHt']"
364,Areca Garden Restaurant,"360 Đ. Phan Văn Trị, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",vuoncau.com,+84 28 3516 0848,,,"['https://lh5.googleusercontent.com/p/AF1QipOQdGK2la2PHsviNRI2MJl_JKUu6WHX4d5TVPta', 'https://lh5.googleusercontent.com/p/AF1QipPdIkQYwDAkjl86q3u1VhOd8f25REcb0fRtTrKl']"
365,Thuy Restaurant,"261 Ung Văn Khiêm, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",amthucthuy.vn,+84 28 6258 3266,,,"['https://lh5.googleusercontent.com/p/AF1QipNnilgVAFzFB_RT7LiiTV4iSr_A0HgTlmsMUYA-', 'https://lh5.googleusercontent.com/p/AF1QipOQdGK2la2PHsviNRI2MJl_JKUu6WHX4d5TVPta']"
366,Nhà hàng ẩm thực Thanh Đa,"12 Thanh Đa, Cư xá Thanh Đa, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3556 3116,59,4.1,"['https://lh5.googleusercontent.com/p/AF1QipO4OR__YJY3JOJG4Mmgb7Puxp9Je3RX8o-zWFT-', 'https://lh5.googleusercontent.com/p/AF1QipNnilgVAFzFB_RT7LiiTV4iSr_A0HgTlmsMUYA-']"
367,Ẩm Thực Điểm Hẹn Sài Gòn,"149/4 Bình Quới, Phường 27, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3556 1695,,,"['https://lh5.googleusercontent.com/p/AF1QipPzTPHXZLe-LoMl1zv3NoG7Bcekc6QqxyRzqo8J', 'https://lh5.googleusercontent.com/p/AF1QipO4OR__YJY3JOJG4Mmgb7Puxp9Je3RX8o-zWFT-']"
368,Le Steak,"Hẻm 26 Đường D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Vietnam",facebook.com,+84 28 6682 8839,,,"['https://lh5.googleusercontent.com/p/AF1QipNgu9R_FkfjSAR9kb1aQVk95S4m0gihlFN6Rr5d', 'https://lh5.googleusercontent.com/p/AF1QipPzTPHXZLe-LoMl1zv3NoG7Bcekc6QqxyRzqo8J']"
369,Nhà Hàng Ngọc Thủy 2,"232 Bình Lợi, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 888 700 638,234,4.1,"['https://lh5.googleusercontent.com/p/AF1QipPhPJV3MK5xoeg4wnuc4TIY2fAabw99myJvFvBZ', 'https://lh5.googleusercontent.com/p/AF1QipNgu9R_FkfjSAR9kb1aQVk95S4m0gihlFN6Rr5d']"
370,Nhà hàng Văn Thánh,"48/10, Điện Biên Phủ, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",binhquoiresort.com,+84 28 3512 3026,,,"['https://lh5.googleusercontent.com/p/AF1QipNM_fOqFfP-DyHqfCTU92ExNVHpa-rYoT-Jgs6O', 'https://lh5.googleusercontent.com/p/AF1QipPhPJV3MK5xoeg4wnuc4TIY2fAabw99myJvFvBZ']"
371,Bến Đò Quán,"592 Bình Quới, Phường 28, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 28 3898 7124,,,"['https://lh5.googleusercontent.com/p/AF1QipOalUPNJ7mmIUwXQ_TXn4SJNQM0ApkKKFo6iB5x', 'https://lh5.googleusercontent.com/p/AF1QipNM_fOqFfP-DyHqfCTU92ExNVHpa-rYoT-Jgs6O']"
372,Mai Sen Bistro,"56 Nguyễn Văn Lạc, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 706 413 009,,,"['https://lh5.googleusercontent.com/p/AF1QipMuTAlGWmUMHVKzWr8-Jqn4NYslLaADsnoG3Zm9', 'https://lh5.googleusercontent.com/p/AF1QipOalUPNJ7mmIUwXQ_TXn4SJNQM0ApkKKFo6iB5x']"
373,Nhà hàng bờ sông Nhật Nguyệt,"149/4 Bình Quới, Phường 27, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 28 6659 5795,,,"['https://lh5.googleusercontent.com/p/AF1QipO2jn2-lBX-Ibt4D9-kiW_BBDd4zWQfjwzkcLce', 'https://lh5.googleusercontent.com/p/AF1QipMuTAlGWmUMHVKzWr8-Jqn4NYslLaADsnoG3Zm9']"
374,Nhà hàng hải sản Hải Châu,"67 Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Vietnam",haisanhaichau.vn,+84 846 355 366,,,"['https://lh5.googleusercontent.com/p/AF1QipNG5nI_CGpTgD5H5tSThRA_UDmc3QvHcl3BgNN1', 'https://lh5.googleusercontent.com/p/AF1QipO2jn2-lBX-Ibt4D9-kiW_BBDd4zWQfjwzkcLce']"
375,Quán 79 Bình Thạnh,"33 Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 785 387 979,15,4.4,"['https://lh5.googleusercontent.com/p/AF1QipMj6tnZYAwRXFtVJuJQuk31eSFi68sVbMEp4ALT', 'https://lh5.googleusercontent.com/p/AF1QipNG5nI_CGpTgD5H5tSThRA_UDmc3QvHcl3BgNN1']"
376,Quán Bến Sông,"36 Bình Lợi, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh 717066, Vietnam",quanbensong.business.site,+84 28 6271 4244,346,3.9,"['https://lh5.googleusercontent.com/p/AF1QipMVYoE4uon2ciBitZh5ex9sPJsNtN_twHH_sDkx', 'https://lh5.googleusercontent.com/p/AF1QipMj6tnZYAwRXFtVJuJQuk31eSFi68sVbMEp4ALT']"
377,Quan Chay,"Khu chợ Văn Thánh cũ Điện Biên Phủ, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Vietnam",,,7,4.7,"['https://lh5.googleusercontent.com/p/AF1QipPkroSZ3b6NQXcb38z3lRSE7fAJ0GjVrEVMqYJI', 'https://lh5.googleusercontent.com/p/AF1QipMVYoE4uon2ciBitZh5ex9sPJsNtN_twHH_sDkx']"
378,Làng nướng Nam Bộ,"36 Trần Quý Cáp, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",nhahanglangnuongnambo.com,+84 28 3516 2084,,,"['https://lh5.googleusercontent.com/p/AF1QipMpkgseY2WSkEom2V-3smX2aKVuCfON_kMgdPLT', 'https://lh5.googleusercontent.com/p/AF1QipPkroSZ3b6NQXcb38z3lRSE7fAJ0GjVrEVMqYJI']"
379,Nhà Hàng Kần Kẩu,"127 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 93 445 06 06,36,4.5,"['https://lh5.googleusercontent.com/p/AF1QipN_Ap7pTy0nBY0MKCkyNwN6j0AG2-0FYgZ7lylr', 'https://lh5.googleusercontent.com/p/AF1QipMpkgseY2WSkEom2V-3smX2aKVuCfON_kMgdPLT']"
380,Nhà hàng Cây Sakê,"440/6 Nơ Trang Long, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh 72311, Vietnam",caysake.com,+84 90 667 05 58,,,"['https://lh5.googleusercontent.com/p/AF1QipNvQIrdr5bfPB_YWjOhRfwlwcDZGU0KOxNs38j2', 'https://lh5.googleusercontent.com/p/AF1QipN_Ap7pTy0nBY0MKCkyNwN6j0AG2-0FYgZ7lylr']"
381,Tan Cang Recreational Area,"A100 Ung Văn Khiêm, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 28 3512 8775,,,"['https://lh5.googleusercontent.com/p/AF1QipPhF4P8K9Yn4-cwnnsloCkvx5x63j2sP8aotuw3', 'https://lh5.googleusercontent.com/p/AF1QipNvQIrdr5bfPB_YWjOhRfwlwcDZGU0KOxNs38j2']"
382,CHAY MẦM XANH,"46 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 90 141 41 89,,,"['https://lh5.googleusercontent.com/p/AF1QipOOAwg6hlzbdilO84PRvCHO89Z7VPo-0N4cxUsy', 'https://lh5.googleusercontent.com/p/AF1QipPhF4P8K9Yn4-cwnnsloCkvx5x63j2sP8aotuw3']"
383,Gia Định Quán,"471 Đ. Bạch Đằng, phường 2, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3843 0610,83,3.6,"['https://lh5.googleusercontent.com/p/AF1QipNjwtXvoJyMWe5TIvEYzHQXEM3XSY5TgpS99Dd7', 'https://lh5.googleusercontent.com/p/AF1QipOOAwg6hlzbdilO84PRvCHO89Z7VPo-0N4cxUsy']"
384,Quán Lá Giang,"105/23, Bình Quới/Cuối Hẻm 105, Phường 27, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 28 3898 8728,65,4.4,"['https://lh5.googleusercontent.com/p/AF1QipOLBI5y32zphUt2ptg8pmX3dxYE5X6MCRAQT5F8', 'https://lh5.googleusercontent.com/p/AF1QipNjwtXvoJyMWe5TIvEYzHQXEM3XSY5TgpS99Dd7']"
385,Quán ăn gia đình Pallet,"26C1, đường số 4, Chu Văn An, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 96 111 15 11,31,4.5,"['https://lh5.googleusercontent.com/p/AF1QipOu9-jym2w_BUMS8AG4g1DBA56JJ-N_F35TLUjR', 'https://lh5.googleusercontent.com/p/AF1QipOLBI5y32zphUt2ptg8pmX3dxYE5X6MCRAQT5F8']"
386,Nhà Hàng Phương Nam 300,"300 Điện Biên Phủ, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",nhahangphuongnam300.com,+84 28 3899 6745,,,"['https://lh5.googleusercontent.com/p/AF1QipOVvxWd6ItnXaLBvCCGdFs9CTTs3jz7JRaMWeQq', 'https://lh5.googleusercontent.com/p/AF1QipOu9-jym2w_BUMS8AG4g1DBA56JJ-N_F35TLUjR']"
387,Phong Cua - Crab Restaurant,"1019A Bình Quới, Phường 28, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",phongcua.com,+84 28 3556 5683,,,"['https://lh5.googleusercontent.com/p/AF1QipPhYYE0BKzsjKIIIagjm_2Lj26qOMqS-oRy91z3', 'https://lh5.googleusercontent.com/p/AF1QipOVvxWd6ItnXaLBvCCGdFs9CTTs3jz7JRaMWeQq']"
388,Nhà hàng Táo Đỏ,"93 97 Ung Văn Khiêm, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 353 462 627,209,4.1,"['https://lh5.googleusercontent.com/p/AF1QipPsMikwb4Px-f3vNu5YLr8NsxgXqHSS1lZT8SRW', 'https://lh5.googleusercontent.com/p/AF1QipPhYYE0BKzsjKIIIagjm_2Lj26qOMqS-oRy91z3']"
389,KVegetarian - Restaurant & Café,"20/15 Phan Đăng Lưu, Phường 6, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",quanchaybinhthanh.com,+84 90 153 90 90,,,"['https://lh5.googleusercontent.com/p/AF1QipN6WZdctPYkycGiJuylncquVn_7IJjBo3AE6uXK', 'https://lh5.googleusercontent.com/p/AF1QipPsMikwb4Px-f3vNu5YLr8NsxgXqHSS1lZT8SRW']"
390,Trung tâm Hội nghị - Tiệc cưới Diamond Place,"15A Hồ Văn Huê, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",dp1.diamondplace.vn,+84 28 7109 8710,,,"['https://lh5.googleusercontent.com/p/AF1QipMdvX9GZusEkYWgvrdeDDKDYxHy_tQuR0WnGHvQ', 'https://lh5.googleusercontent.com/p/AF1QipNzDgT0iCfhPqI_stMhEX_m0_CHK0rDhoyb_w1z']"
391,Ẩm Thực Quê Nhà Quận Tân Bình,"52A Nguyễn Thái Bình, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",amthucquenha.vn,+84 96 660 60 26,,,"['https://lh5.googleusercontent.com/p/AF1QipNzDgT0iCfhPqI_stMhEX_m0_CHK0rDhoyb_w1z', 'https://lh5.googleusercontent.com/p/AF1QipMdvX9GZusEkYWgvrdeDDKDYxHy_tQuR0WnGHvQ']"
392,Nhà Hàng Cơm Niêu Việt Nam,"234 Đ. Cộng Hòa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 94 185 52 34,214,4.0,"['https://lh5.googleusercontent.com/p/AF1QipMFr9Zly7xuoLqNAv8HK64iyOKaHUNvzjVczQoR', 'https://lh5.googleusercontent.com/p/AF1QipNzDgT0iCfhPqI_stMhEX_m0_CHK0rDhoyb_w1z']"
393,Nhà hàng Hương Cau 2.,"86 Tân Canh, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 28 3991 9898,,,"['https://lh5.googleusercontent.com/p/AF1QipP1vqXaCaNdlN_YZDXsbH-z1_Oz7WQSYdd_UL12', 'https://lh5.googleusercontent.com/p/AF1QipMFr9Zly7xuoLqNAv8HK64iyOKaHUNvzjVczQoR']"
394,Ah! Ngon Deli,"Hẻm, 766/25 Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 91 583 08 90,188,3.9,"['https://lh5.googleusercontent.com/p/AF1QipOwEusjkNMPQdsLieISe2UU5c_MVtWO5Yeg4Rhd', 'https://lh5.googleusercontent.com/p/AF1QipP1vqXaCaNdlN_YZDXsbH-z1_Oz7WQSYdd_UL12']"
395,Garden Town Restaurant Tan Binh,"A2 Đ. Phan Đình Giót, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",vuonpho.com.vn,+84 28 3997 5010,,,"['https://lh5.googleusercontent.com/p/AF1QipNSz9H4r7PpGJr9XNg92nZTA1q-KAFudI5lCymZ', 'https://lh5.googleusercontent.com/p/AF1QipOwEusjkNMPQdsLieISe2UU5c_MVtWO5Yeg4Rhd']"
396,Nhà Hàng Chang Kang Kung Cộng Hòa,"77 Đ. Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",changkangkung.com.vn,+84 28 6281 6694,,,"['https://lh5.googleusercontent.com/p/AF1QipOkEalC88Ssx6P1cw3r2kTl479oNBImKqOM4IJi', 'https://lh5.googleusercontent.com/p/AF1QipNSz9H4r7PpGJr9XNg92nZTA1q-KAFudI5lCymZ']"
397,Gia Dinh Ngon Restaurant,"234 Đ. Cộng Hòa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh 72111, Vietnam",nhahangngontanbinh.com,+84 94 185 52 34,108,4.2,"['https://lh5.googleusercontent.com/p/AF1QipMDCh_-4dH3JhxuTKs84K0dJgSnVBsTUoncMBh0', 'https://lh5.googleusercontent.com/p/AF1QipOkEalC88Ssx6P1cw3r2kTl479oNBImKqOM4IJi']"
398,Nhà hàng Món Ăn Ngon,"91B2 Phạm Văn Hai, Phường 3, Tân Bình, Thành phố Hồ Chí Minh 70000, Vietnam",nhahangmonanngon.vn,+84 92 212 81 29,16,4.1,"['https://lh5.googleusercontent.com/p/AF1QipNnZ09LRLPjeURt56ISnme__NH_Y0dDi46mntKB', 'https://lh5.googleusercontent.com/p/AF1QipMDCh_-4dH3JhxuTKs84K0dJgSnVBsTUoncMBh0']"
399,Nhà hàng hải sản Ngọc Sương Saigon,"6 Hoàng Việt, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3844 1951,,,"['https://lh5.googleusercontent.com/p/AF1QipPplMizR2fOfBXhQcsKC2P-S-PkEWR8rjjt0CIQ', 'https://lh5.googleusercontent.com/p/AF1QipNnZ09LRLPjeURt56ISnme__NH_Y0dDi46mntKB']"
400,"BIG PIG | Bar - BBQ - Beer (46 Truong Son, Tan Binh District)","46 Trường Sơn, P.2, Tân Bình, Thành phố Hồ Chí Minh 70000, Vietnam",utit.vn,+84 28 3547 4034,436,4.2,"['https://lh5.googleusercontent.com/p/AF1QipMUzPoHmCTe-E03GdWPVbe8EDjgop35Lic2NOd7', 'https://lh5.googleusercontent.com/p/AF1QipPplMizR2fOfBXhQcsKC2P-S-PkEWR8rjjt0CIQ']"
401,The First Grill Restaurant,"21 Hoàng Việt, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",firsthotel.com.vn,+84 28 3844 1199,,,"['https://lh5.googleusercontent.com/p/AF1QipNAR-H1i12UOAQEyXTyQ4at2QoRUm1Q-4t57l6n', 'https://lh5.googleusercontent.com/p/AF1QipMUzPoHmCTe-E03GdWPVbe8EDjgop35Lic2NOd7']"
402,Quán Chị Dậu-CN Tân Bình,"328A Nguyễn Trọng Tuyển, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",quanchidau.vn,+84 28 6297 0309,,,"['https://lh5.googleusercontent.com/p/AF1QipPFnFHJwIkEcSw6qWfp_W2Ou1wDSjkj7iEvWFHE', 'https://lh5.googleusercontent.com/p/AF1QipNAR-H1i12UOAQEyXTyQ4at2QoRUm1Q-4t57l6n']"
403,Nhà Hàng Hải Sản Giang Ghẹ,"680 Trường Chinh, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",giangghe.com,+84 96 147 96 86,,,"['https://lh5.googleusercontent.com/p/AF1QipPFMYl61Gt0WV18suEjcVWxVj77eO4QUNHLaBtk', 'https://lh5.googleusercontent.com/p/AF1QipPFnFHJwIkEcSw6qWfp_W2Ou1wDSjkj7iEvWFHE']"
404,D'Maris Buffet - CN Cộng Hòa,"Tầng 5 - Tòa nhà PICO PLAZA, 20 Đ. Cộng Hòa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 1900 0010,,,"['https://lh5.googleusercontent.com/p/AF1QipNgBw63S_iaPbwalhSLMoBv92isl_Kjcdw_TJ2-', 'https://lh5.googleusercontent.com/p/AF1QipPFMYl61Gt0WV18suEjcVWxVj77eO4QUNHLaBtk']"
405,Qua Ngon Restaurant,"308 Đ. Lê Văn Sỹ, Phường 1, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",nhahangquangon.com,+84 90 679 79 32,,,"['https://lh5.googleusercontent.com/p/AF1QipPLONM6tDmtTNk2XKjTCEa5g9FINMjy9DShWyVV', 'https://lh5.googleusercontent.com/p/AF1QipNgBw63S_iaPbwalhSLMoBv92isl_Kjcdw_TJ2-']"
406,Quán Ẩm Thực 915,"915 Âu Cơ, P, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",,+84 28 6654 2929,120,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNUKBM54vHF_drD-wK1YLm72DaGoLNeg7M6xihn', 'https://lh5.googleusercontent.com/p/AF1QipPLONM6tDmtTNk2XKjTCEa5g9FINMjy9DShWyVV']"
407,Hương Anh | Quán Dê Tân Bình,"102 Đ. Phổ Quang, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",quandehuonganh.com,+84 98 176 67 05,11,4.4,"['https://lh5.googleusercontent.com/p/AF1QipNEGt4kgf9INxIaXGiemHjMaAnhNuloAgSkMJOe', 'https://lh5.googleusercontent.com/p/AF1QipNUKBM54vHF_drD-wK1YLm72DaGoLNeg7M6xihn']"
408,Đặc Khu Ăn Nhậu,"1L Bình Giã, Phường 13, Tân Bình, Thành phố Hồ Chí Minh 736300, Vietnam",,+84 93 201 06 25,,,"['https://lh5.googleusercontent.com/p/AF1QipNN9flAF3IzNFMYofAVzeLsrVSz5-SpLI4rSrki', 'https://lh5.googleusercontent.com/p/AF1QipNEGt4kgf9INxIaXGiemHjMaAnhNuloAgSkMJOe']"
409,Nhà Hàng Ẩm Thực 316,"316 Đ. Tân Sơn Nhì, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh 700000, Vietnam",amthuc316.com,+84 28 6269 2432,,,"['https://lh5.googleusercontent.com/p/AF1QipM-pm3sDnqlI1WB17fCb-fCGnb_IgFDRr_ZJGYc', 'https://lh5.googleusercontent.com/p/AF1QipNN9flAF3IzNFMYofAVzeLsrVSz5-SpLI4rSrki']"
410,Cơm Niêu Thiên Lý - Hoàng Hoa Thám,"134c Hoàng Hoa Thám, Phường 12, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",comnieuthienly.vn,+84 97 878 55 00,,,"['https://lh5.googleusercontent.com/p/AF1QipOLzQ16dTRLa54M2ChdWvLNlemuhJcPE1yB3dmW', 'https://lh5.googleusercontent.com/p/AF1QipM-pm3sDnqlI1WB17fCb-fCGnb_IgFDRr_ZJGYc']"
411,Queen Plaza Tân Bình,"91B2 Phạm Văn Hai, Phường 3, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",queenplaza.vn,+84 98 242 33 88,,,"['https://lh5.googleusercontent.com/p/AF1QipNTZ4kZL5-n1nex3Av1iTAd2oYi2ENF6lqdlxvJ', 'https://lh5.googleusercontent.com/p/AF1QipOLzQ16dTRLa54M2ChdWvLNlemuhJcPE1yB3dmW']"
412,Mực trứng quận tân bình- hải sản ngọc trinh,"420 Đ. Cộng Hòa, Phường 13, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",haisanngoctrinh.vn,+84 394 297 192,2,4.0,"['https://lh5.googleusercontent.com/p/AF1QipNTZ4kZL5-n1nex3Av1iTAd2oYi2ENF6lqdlxvJ', 'https://lh5.googleusercontent.com/p/AF1QipMdvX9GZusEkYWgvrdeDDKDYxHy_tQuR0WnGHvQ']"
413,Nhà hàng hải sản Thiên Hồng Phát,"49 Hoàng Việt, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 93 141 29 29,136,4.1,"['https://lh5.googleusercontent.com/p/AF1QipMvJj3Z3wOs1BolIGp97eXvcVVMF9pCpxXh0EZF', 'https://lh5.googleusercontent.com/p/AF1QipMdvX9GZusEkYWgvrdeDDKDYxHy_tQuR0WnGHvQ']"
414,Din Ky Restaurant,"18 Đ. Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 93 463 63 07,,,"['https://lh5.googleusercontent.com/p/AF1QipN6u9WzAaUSnkw6ilNGwwYPcRBT8RBStScLnOG-', 'https://lh5.googleusercontent.com/p/AF1QipMvJj3Z3wOs1BolIGp97eXvcVVMF9pCpxXh0EZF']"
415,Hoa Vien Brauhaus Tan Binh,"16 Đ. Phổ Quang, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",hoavien.vn,+84 28 3997 7666,,,"['https://lh5.googleusercontent.com/p/AF1QipNbwKH_a7FBXg7756uVs0Myhttl2FMvCJwrsWKS', 'https://lh5.googleusercontent.com/p/AF1QipN6u9WzAaUSnkw6ilNGwwYPcRBT8RBStScLnOG-']"
416,GoGi House,"129-131 Đ. Nguyễn Hồng Đào, Phường 14, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 28 7300 2149,,,"['https://lh5.googleusercontent.com/p/AF1QipOxPmbU_x-sG0eiMGPU0dJCHucJOZtnWx9Vz6vP', 'https://lh5.googleusercontent.com/p/AF1QipNbwKH_a7FBXg7756uVs0Myhttl2FMvCJwrsWKS']"
417,HappySteak Restaurant,"273 Bàu Cát, Phường 11, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,138,4.1,"['https://lh5.googleusercontent.com/p/AF1QipOorlG_pPbtIIqS-n5poTo6swcV4Qo_KdYaJvnV', 'https://lh5.googleusercontent.com/p/AF1QipOxPmbU_x-sG0eiMGPU0dJCHucJOZtnWx9Vz6vP']"
418,Hoa Vien Nam Bo Wedding Restaurant,"65 Hòa Bình, Tân Thới Hoà, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",nam-bo.com,+84 28 3964 1003,,,"['https://lh5.googleusercontent.com/p/AF1QipO3FKIX4nS56th-7KNOR__RLrUxa-ZRc6k8NDW2', 'https://lh5.googleusercontent.com/p/AF1QipOorlG_pPbtIIqS-n5poTo6swcV4Qo_KdYaJvnV']"
419,Mua Bán Tôm Thẻ Tươi Sống Quận Tân Bình,"790 Đ. Cách Mạng Tháng 8, Phường 5, Tân Bình, Thành phố Hồ Chí Minh 736000, Vietnam",facebook.com,+84 354 545 384,1,5.0,"['https://lh5.googleusercontent.com/p/AF1QipNEL2IuX4Rp_Avjqay-0X-LBQrp5BVurE1T1_27', 'https://lh5.googleusercontent.com/p/AF1QipO3FKIX4nS56th-7KNOR__RLrUxa-ZRc6k8NDW2']"
420,Trung tâm Hội nghị - Tiệc cưới Diamond Place,"15A Hồ Văn Huê, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",dp1.diamondplace.vn,+84 28 7109 8710,,,"['https://lh5.googleusercontent.com/p/AF1QipMdvX9GZusEkYWgvrdeDDKDYxHy_tQuR0WnGHvQ', 'https://lh5.googleusercontent.com/p/AF1QipPlr-VQamgidTC-Wv4usUeLfxmGyF-HFXLg2x2b']"
421,Restaurant Ngoc Suong Marina Boat,"11 D. Nguyễn Văn Trỗi, Phường 14, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",nsbenthuyen.com,+84 90 988 60 58,,,"['https://lh5.googleusercontent.com/p/AF1QipPlr-VQamgidTC-Wv4usUeLfxmGyF-HFXLg2x2b', 'https://lh5.googleusercontent.com/p/AF1QipMdvX9GZusEkYWgvrdeDDKDYxHy_tQuR0WnGHvQ']"
422,aga steakHouse,"72/24 Phan Đăng Lưu, Phường 5, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",agasteakhouse.com,+84 28 3995 5018,,,"['https://lh5.googleusercontent.com/p/AF1QipOGypr7JYTtA1DXtTJFsgoTpfe03L7A7lxAhVae', 'https://lh5.googleusercontent.com/p/AF1QipPlr-VQamgidTC-Wv4usUeLfxmGyF-HFXLg2x2b']"
423,TukTuk Thai Bistro,"13 Hoa Mai, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Vietnam",tuktukthaibistro.com,+84 28 3517 6558,,,"['https://lh5.googleusercontent.com/p/AF1QipPlJaRybNQZ_ZhICJJDzsylDVTApGJuhcPOrMjR', 'https://lh5.googleusercontent.com/p/AF1QipOGypr7JYTtA1DXtTJFsgoTpfe03L7A7lxAhVae']"
