,name,address,website,phone_number,reviews_count,reviews_average,images
621,Cafe Sách Nhã Nam,"24a Đường D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipNEw7fBu23F-vsGstwMK3iPFkFnG2-J1GS7Lrnb', 'https://lh5.googleusercontent.com/p/AF1QipNnL-asJFMJjqdTy_1Q_krqqrjcr_DrPCKfh8Kz']"
622,PERCE%T Coffee,"69/1/7, Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 93 831 21 69,,,"['https://lh5.googleusercontent.com/p/AF1QipMuS80xoQWAH2LWnvXB3hqSwsGobJCnstK3YR8s', 'https://lh5.googleusercontent.com/p/AF1QipNEw7fBu23F-vsGstwMK3iPFkFnG2-J1GS7Lrnb']"
623,Antiko Kafe,"54A Vũ Huy Tấn, Phường 3, Bình Thạnh, Thành phố Hồ Chí Minh 008428, Vietnam",facebook.com,+84 93 803 96 83,,,"['https://lh5.googleusercontent.com/p/AF1QipP0Ozd_AoHc7CsnijIgVv-A2qQv_Y1_HLrOnRDb', 'https://lh5.googleusercontent.com/p/AF1QipMuS80xoQWAH2LWnvXB3hqSwsGobJCnstK3YR8s']"
624,Binna Coffee Đinh Bộ Lĩnh,"363 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,95,4.3,"['https://lh5.googleusercontent.com/p/AF1QipP3ulQEJ1MYtK8IErQYhzDIL_XOK0Hfkocx_oLt', 'https://lh5.googleusercontent.com/p/AF1QipP0Ozd_AoHc7CsnijIgVv-A2qQv_Y1_HLrOnRDb']"
625,The Coffee House - Lê Quang Định,"355A Lê Quang Định, Phường 5, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",thecoffeehouse.com,+84 28 7303 9079,,,"['https://lh5.googleusercontent.com/p/AF1QipPGYSKHuS3ehPJD85sv52FM1B_2xquJ1LBM8EvZ', 'https://lh5.googleusercontent.com/p/AF1QipP3ulQEJ1MYtK8IErQYhzDIL_XOK0Hfkocx_oLt']"
626,Antique Market Cafe,"311/27 Nơ Trang Long, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 93 273 11 27,,,"['https://lh5.googleusercontent.com/p/AF1QipP0gLCKIV1Oyazl5gt-imkdLxbvGsfANVbiQcdd', 'https://lh5.googleusercontent.com/p/AF1QipPGYSKHuS3ehPJD85sv52FM1B_2xquJ1LBM8EvZ']"
627,Palermo Coffee,"157/3 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 91 163 12 51,116,4.4,"['https://lh5.googleusercontent.com/p/AF1QipN41QteYFyyun-2IKRl-Ah7IM8WAR6Gh1N6FsRx', 'https://lh5.googleusercontent.com/p/AF1QipP0gLCKIV1Oyazl5gt-imkdLxbvGsfANVbiQcdd']"
628,"Trà sữa TuTiMi - 129A Bình Quới, Phường 27, Quận Bình Thạnh","129A Bình Quới, Cư xá Thanh Đa, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 562 628 240,11,3.9,"['https://lh5.googleusercontent.com/p/AF1QipM4Ak80RV_veTupVyrC_FKMH15SoMi-yQo-SvlQ', 'https://lh5.googleusercontent.com/p/AF1QipN41QteYFyyun-2IKRl-Ah7IM8WAR6Gh1N6FsRx']"
629,Kampri Coffee,"758/52b Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",instagram.com,+84 97 557 70 18,87,4.5,"['https://lh5.googleusercontent.com/p/AF1QipMYK9OH9AXBC-n4MSB0i7u7-mxH1iSZ-HCZr-2U', 'https://lh5.googleusercontent.com/p/AF1QipM4Ak80RV_veTupVyrC_FKMH15SoMi-yQo-SvlQ']"
630,Ti Tê cafe,"125 Võ Oanh, street, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 774 092 468,57,4.7,"['https://lh5.googleusercontent.com/p/AF1QipMamLWjN6UW0wGV2G4JJqm1rzWnDEwxNna7GPXk', 'https://lh5.googleusercontent.com/p/AF1QipMYK9OH9AXBC-n4MSB0i7u7-mxH1iSZ-HCZr-2U']"
631,Cheese Coffee,"141 Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 28 3840 8331,,,"['https://lh5.googleusercontent.com/p/AF1QipM3l6dVx9Rdu1Ia7mWkVANlSauQ1mPgfQOynzgR', 'https://lh5.googleusercontent.com/p/AF1QipMamLWjN6UW0wGV2G4JJqm1rzWnDEwxNna7GPXk']"
632,TRI Coffee,"100 Đ. Trường Sa, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,76,4.7,"['https://lh5.googleusercontent.com/p/AF1QipOd01v3STtlxxceG1_Mwt7NergaXyH4G3FaXk5e', 'https://lh5.googleusercontent.com/p/AF1QipM3l6dVx9Rdu1Ia7mWkVANlSauQ1mPgfQOynzgR']"
633,Thuy Truc Coffee,"197 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 28 3899 5737,,,"['https://lh5.googleusercontent.com/p/AF1QipNC-re_A_5G9oDuhhvf8xEQ1nltoqbzesYkdUpU', 'https://lh5.googleusercontent.com/p/AF1QipOd01v3STtlxxceG1_Mwt7NergaXyH4G3FaXk5e']"
634,VIVA STAR COFFEE UNG VĂN KHIÊM,"213/6A D2 Phường 25, Quận Bình Thạnh, Hồ Chí Minh, Thành phố Hồ Chí Minh 700000, Vietnam",business.site,+84 888 502 403,27,4.1,"['https://lh5.googleusercontent.com/p/AF1QipMhXQMjKqeLn2dbFgYAHMrtIS8rB61oaTcPAmxV', 'https://lh5.googleusercontent.com/p/AF1QipNC-re_A_5G9oDuhhvf8xEQ1nltoqbzesYkdUpU']"
635,Tullia coffee,"38 Võ Oanh, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 707 519 963,93,4.8,"['https://lh5.googleusercontent.com/p/AF1QipPMS-42Nh2gqFgyDpHdo9nj2iem54Ir8qQE--_7', 'https://lh5.googleusercontent.com/p/AF1QipMhXQMjKqeLn2dbFgYAHMrtIS8rB61oaTcPAmxV']"
636,Cafe Laba,"106 Đ. Lương Ngọc Quyến, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 98 688 85 48,11,4.8,"['https://lh5.googleusercontent.com/p/AF1QipOCaS6EoQl3lsijl3ol6hE8oAgzDdElYsZr1m_L', 'https://lh5.googleusercontent.com/p/AF1QipPMS-42Nh2gqFgyDpHdo9nj2iem54Ir8qQE--_7']"
637,Sopy Cafe,"184/4 Nguyễn Xí, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 93 292 20 12,65,4.6,"['https://lh5.googleusercontent.com/p/AF1QipMVXw3w20FIEZDKZfBd5L3v5foPU1oSa-sazbJl', 'https://lh5.googleusercontent.com/p/AF1QipOCaS6EoQl3lsijl3ol6hE8oAgzDdElYsZr1m_L']"
638,D.O.M - Coffee Capsule,"23 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 717219, Vietnam",,+84 828 249 966,,,"['https://lh5.googleusercontent.com/p/AF1QipPJ3w_Q-00uF9I_68xg-HQtzJU8smKkhipWoCJd', 'https://lh5.googleusercontent.com/p/AF1QipMVXw3w20FIEZDKZfBd5L3v5foPU1oSa-sazbJl']"
639,Highlands Coffee Pearl Plaza,"561A Điện Biên Phủ, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",highlandscoffee.com.vn,,,,"['https://lh5.googleusercontent.com/p/AF1QipMYiWF5AG2482j1gc102aRMGcAQnOQ_Qfez7xY', 'https://lh5.googleusercontent.com/p/AF1QipPJ3w_Q-00uF9I_68xg-HQtzJU8smKkhipWoCJd']"
640,Trăng Non Rooftop,"302 Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Vietnam",trangnonrooftop.vn,+84 867 079 422,970,4.7,"['https://lh5.googleusercontent.com/p/AF1QipPU_Etysekg4qGspbu6SGL4h_3_xqTSft4e9lPU', 'https://lh5.googleusercontent.com/p/AF1QipMYiWF5AG2482j1gc102aRMGcAQnOQ_Qfez7xY']"
641,"Laha Café 63 Ung Văn Khiêm, Q. Bình Thạnh","63 Ung Văn Khiêm, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",lahacafe.vn,+84 773 363 012,104,4.2,"['https://lh5.googleusercontent.com/p/AF1QipMe4LeoxR2JDxSAXz6L_zlGZCVKyM5iUZEKRmps', 'https://lh5.googleusercontent.com/p/AF1QipPU_Etysekg4qGspbu6SGL4h_3_xqTSft4e9lPU']"
642,Cafe nguyên chất quận bình thạnh,"9 Nguyễn Lâm, Phường 3, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 98 345 04 56,1,5.0,"['https://lh5.googleusercontent.com/p/AF1QipMTcWu2FF4_Yv814ez4xFYjNUZd2Bv_DYwg5Gol', 'https://lh5.googleusercontent.com/p/AF1QipMe4LeoxR2JDxSAXz6L_zlGZCVKyM5iUZEKRmps']"
643,"Hi Healthy Drinks - Kem Bơ, Ăn Vặt Ngon nhất Bình Thạnh","549/60 Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",hihealthydrinks.com,+84 383 787 368,22,4.5,"['https://lh5.googleusercontent.com/p/AF1QipPN2X1plLvktVkqp7srpSq-6x1okTTDVMNCxVH5', 'https://lh5.googleusercontent.com/p/AF1QipMTcWu2FF4_Yv814ez4xFYjNUZd2Bv_DYwg5Gol']"
644,F Acoustic Café,"230c Đinh Bộ Lĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 90 248 62 56,97,4.2,"['https://lh5.googleusercontent.com/p/AF1QipPLOM96ZOW25pf6bFMfobW7nxQ5n3X8c0u1aQdo', 'https://lh5.googleusercontent.com/p/AF1QipPN2X1plLvktVkqp7srpSq-6x1okTTDVMNCxVH5']"
645,Cafe Chung Cư Mỹ Đưc,"số 220, Hẻm, Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipMmZ-C1mv6EsLNdy3A-vOSZQxuOAcY-G7G8IvcE', 'https://lh5.googleusercontent.com/p/AF1QipPLOM96ZOW25pf6bFMfobW7nxQ5n3X8c0u1aQdo']"
646,Homie Box | COFFEE VIEW ĐẸP BÌNH THẠNH | CƠM VĂN PHÒNG BÌNH THẠNH,"473 Điện Biên Phủ, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,13,4.0,"['https://lh5.googleusercontent.com/p/AF1QipPPMlWumTk9pE-WwGSF4Ohsjtrb3ZBIc78Z6yUP', 'https://lh5.googleusercontent.com/p/AF1QipMmZ-C1mv6EsLNdy3A-vOSZQxuOAcY-G7G8IvcE']"
647,Boom - Coffee & Tea,"14B9 Mặt tiền, Ng. Tất Tố, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",now.vn,+84 702 775 511,,,"['https://lh5.googleusercontent.com/p/AF1QipPIZt9gmyttRiGUmO1p83ZXsM3slnRy11IkG_4W', 'https://lh5.googleusercontent.com/p/AF1QipPPMlWumTk9pE-WwGSF4Ohsjtrb3ZBIc78Z6yUP']"
648,MAY coffee (bờ sông Bình Lợi),"401/18 Bình Lợi, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh 708300, Vietnam",,+84 90 979 05 23,56,4.2,"['https://lh5.googleusercontent.com/p/AF1QipOALDLe9mIeS2cVhBxreE7OFpgNqS1h4BQZrhqS', 'https://lh5.googleusercontent.com/p/AF1QipPIZt9gmyttRiGUmO1p83ZXsM3slnRy11IkG_4W']"
649,Le Ciel Cafe,"193/9 Điện Biên Phủ, Phường 15, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 90 984 11 04,159,4.6,"['https://lh5.googleusercontent.com/p/AF1QipMXPq2PZbTZWX8We-oNgHyqc4SMYa6YhVKpQE-q', 'https://lh5.googleusercontent.com/p/AF1QipOALDLe9mIeS2cVhBxreE7OFpgNqS1h4BQZrhqS']"
650,Coi Xua Cafe Abb,"55 Tân Canh, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",ghien.cafe,+84 90 392 69 78,,,"['https://lh5.googleusercontent.com/p/AF1QipMwzFpwibn_f-ktFcohm5HMtB_zYW1K1vLbIETq', 'https://lh5.googleusercontent.com/p/AF1QipOZ7307-G5P9DUoddePRJAvRNroBdJfSF_ClnrH']"
651,Cà phê Cõi Riêng,"334A Nguyễn Trọng Tuyển, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",caphe23do.vn,+84 817 972 972,,,"['https://lh5.googleusercontent.com/p/AF1QipOZ7307-G5P9DUoddePRJAvRNroBdJfSF_ClnrH', 'https://lh5.googleusercontent.com/p/AF1QipMwzFpwibn_f-ktFcohm5HMtB_zYW1K1vLbIETq']"
652,Teemay Specialty Coffee,"119 Đ. Cộng Hòa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",teemaycoffee.com,+84 28 3811 5007,,,"['https://lh5.googleusercontent.com/p/AF1QipNpz5PDH-qekXcpBZwW1dsrtIy_2WE0EcGs4F49', 'https://lh5.googleusercontent.com/p/AF1QipOZ7307-G5P9DUoddePRJAvRNroBdJfSF_ClnrH']"
653,Nice cà phê,"Số 9 Phạm Văn Hai, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,8,4.6,"['https://lh5.googleusercontent.com/p/AF1QipOS40dMSq_q565eOuyeG-KEtVt7tUtXIDJ1ymDe', 'https://lh5.googleusercontent.com/p/AF1QipNpz5PDH-qekXcpBZwW1dsrtIy_2WE0EcGs4F49']"
654,Cafe Quận Tân Bình,"99 Nguyễn Thái Bình, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",vinajewelry.com,+84 90 680 13 99,57,3.8,"['https://lh5.googleusercontent.com/p/AF1QipO4EseN9KTW7mkFfenGqS4M2fHR-mXmdp1G_2ou', 'https://lh5.googleusercontent.com/p/AF1QipOS40dMSq_q565eOuyeG-KEtVt7tUtXIDJ1ymDe']"
655,Slowee Coffee & Books,"53 Lộc Hưng, Phường 6, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 769 380 680,99,4.4,"['https://lh5.googleusercontent.com/p/AF1QipP9vAtWx1b2jyBKCTVK5eTOR7ngLzwtTBdWz3NA', 'https://lh5.googleusercontent.com/p/AF1QipO4EseN9KTW7mkFfenGqS4M2fHR-mXmdp1G_2ou']"
656,Phuc Long Coffee & Tea,"1B Đ. Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",phuclong.com.vn,+84 28 3811 5555,,,"['https://lh5.googleusercontent.com/p/AF1QipM4j41pd7XR6X6th4n-e_24BkRtz0wistE6fmAd', 'https://lh5.googleusercontent.com/p/AF1QipP9vAtWx1b2jyBKCTVK5eTOR7ngLzwtTBdWz3NA']"
657,Highlands Coffee 35 Thăng Long – Tân Bình,"35 Thăng Long, Phường 4, Quận Tân Bình, Tp. Hồ Chí Minh, Thành phố Hồ Chí Minh 70000, Vietnam",highlandscoffee.com.vn,+84 28 7100 0035,,,"['https://lh5.googleusercontent.com/p/AF1QipP6l-Cez33AypkHgVPpstsynDgAvbr8H29xnQ8H', 'https://lh5.googleusercontent.com/p/AF1QipM4j41pd7XR6X6th4n-e_24BkRtz0wistE6fmAd']"
658,The Coffee House - Út Tịch,"17B Út Tịch, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipOpetgRPDjk-IsuMJITMlzCJpBX6jWh4MhUmr87', 'https://lh5.googleusercontent.com/p/AF1QipP6l-Cez33AypkHgVPpstsynDgAvbr8H29xnQ8H']"
659,Highlands Coffee,"Bàu Cát, Phường 14, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",highlandscoffee.com.vn,+84 28 3812 2568,,,"['https://lh5.googleusercontent.com/p/AF1QipNYvi69bjyhxPgZMX8PfkyRKXsGEo4manrMPRIW', 'https://lh5.googleusercontent.com/p/AF1QipOpetgRPDjk-IsuMJITMlzCJpBX6jWh4MhUmr87']"
660,KAI Coffee - Bàu Cát,"119 Bàu Cát, Phường 14, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",kaicoffee.vn,+84 28 6689 3232,,,"['https://lh5.googleusercontent.com/p/AF1QipPndojpdETLKa4GygEADtdXDiLCDQg2e40mrY86', 'https://lh5.googleusercontent.com/p/AF1QipNYvi69bjyhxPgZMX8PfkyRKXsGEo4manrMPRIW']"
661,Cafe A+,"Phường 13, Tân Bình, Ho Chi Minh City, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipPlF0rvJEHycr9tjxvutnFYJVvsSkSMhVzg4VTs', 'https://lh5.googleusercontent.com/p/AF1QipPndojpdETLKa4GygEADtdXDiLCDQg2e40mrY86']"
662,Cafe Võng Sa Ke 126,"126 Trần Thị Trọng, Phường 15, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",caphevongsake126.business.site,+84 90 149 42 68,104,4.3,"['https://lh5.googleusercontent.com/p/AF1QipPQk7pcqxnmq23bj1fw-4lu5QxJubhOKfjbnpjv', 'https://lh5.googleusercontent.com/p/AF1QipPlF0rvJEHycr9tjxvutnFYJVvsSkSMhVzg4VTs']"
663,The Coffee House - Lê Văn Sỹ,"281 Đ. Lê Văn Sỹ, Phường 1, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",thecoffeehouse.com,+84 28 7108 7088,,,"['https://lh5.googleusercontent.com/p/AF1QipPXXQSc20jPthxL82NiDXJeSYcQxoX0bRTO1iNP', 'https://lh5.googleusercontent.com/p/AF1QipPQk7pcqxnmq23bj1fw-4lu5QxJubhOKfjbnpjv']"
664,Highlands Coffee,"58E Đ. Hồng Hà, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",highlandscoffee.com.vn,,,,"['https://lh5.googleusercontent.com/p/AF1QipPHeIrqjsRB7qX5cNzmW8vsNqNpiPO_dXQCO8Zi', 'https://lh5.googleusercontent.com/p/AF1QipPXXQSc20jPthxL82NiDXJeSYcQxoX0bRTO1iNP']"
665,Phuc Long Coffee & Tea,"247 Lý Thường Kiệt, Phường 6, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",phuclong.com.vn,+84 28 3866 1234,,,"['https://lh5.googleusercontent.com/p/AF1QipMmgwz2gLf3yO54ALIu3kJnYEOmXoCrTmrCONXs', 'https://lh5.googleusercontent.com/p/AF1QipPHeIrqjsRB7qX5cNzmW8vsNqNpiPO_dXQCO8Zi']"
666,Hẻm Drinks & Food,"26 5 Hẻm 766 Cách Mạng Tháng Tám, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3844 2555,82,4.3,"['https://lh5.googleusercontent.com/p/AF1QipPXjuhbTr1YJn--yDU81yu87grFTjTAf227v6yz', 'https://lh5.googleusercontent.com/p/AF1QipMmgwz2gLf3yO54ALIu3kJnYEOmXoCrTmrCONXs']"
667,Highlands Coffee - Trường Chinh,"506 Trường Chinh, Phường 13, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 28 7105 6768,,,"['https://lh5.googleusercontent.com/p/AF1QipNgJ802AqH8QYKeGP-0jpeGEDtrhyRXKt9OA9DQ', 'https://lh5.googleusercontent.com/p/AF1QipPXjuhbTr1YJn--yDU81yu87grFTjTAf227v6yz']"
668,Cafe Milano Bàu Cát,"U18, Bàu Cát 3, phường 14, quận Tân Bình, Phường 13, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",watervinhhao.com.vn,+84 91 588 99 88,50,4.1,"['https://lh5.googleusercontent.com/p/AF1QipNamM3Nam5NM_pVRFKgL71tKHerxs435ORoq0Q', 'https://lh5.googleusercontent.com/p/AF1QipNgJ802AqH8QYKeGP-0jpeGEDtrhyRXKt9OA9DQ']"
669,Chidori Coffee in Bed,"25a Đ. Lam Sơn, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",chidori.vn,+84 383 121 238,,,"['https://lh5.googleusercontent.com/p/AF1QipNDVL-OvvLPtIy-LPrRjjKxz703P1Rif8-AHYwt', 'https://lh5.googleusercontent.com/p/AF1QipNamM3Nam5NM_pVRFKgL71tKHerxs435ORoq0Q']"
670,GHy coffee,"39 Út Tịch, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 96 666 02 64,6,4.5,"['https://lh5.googleusercontent.com/p/AF1QipNQNZFN5HSZDcSuYDc6PuSH6X0IcMXIvzOYnE8V', 'https://lh5.googleusercontent.com/p/AF1QipNDVL-OvvLPtIy-LPrRjjKxz703P1Rif8-AHYwt']"
671,Cheese coffee,"43 Đ. Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,167,4.1,"['https://lh5.googleusercontent.com/p/AF1QipMyoln0NhqOm4BCvijhoMCLgMMnBJ9nVsq8khEQ', 'https://lh5.googleusercontent.com/p/AF1QipNQNZFN5HSZDcSuYDc6PuSH6X0IcMXIvzOYnE8V']"
672,Không Gian Xưa Coffee,"260/4/31 Nguyễn Thái Bình, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",foody.vn,,,,"['https://lh5.googleusercontent.com/p/AF1QipMlhOqBh9l2PVzIvLcqlgNwwICBQ-YSDGF3X8ZY', 'https://lh5.googleusercontent.com/p/AF1QipMyoln0NhqOm4BCvijhoMCLgMMnBJ9nVsq8khEQ']"
673,Cà Phê Sân Thượng,"15 Đ. Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,16,4.0,"['https://lh5.googleusercontent.com/p/AF1QipO5WELshvXUqbZ6YLywK-6VDoZKN5r2f1I8iNex', 'https://lh5.googleusercontent.com/p/AF1QipMlhOqBh9l2PVzIvLcqlgNwwICBQ-YSDGF3X8ZY']"
674,The Coffee House - Hồng Lạc,"291 Đường Hồng Lạc, Phường 10, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",thecoffeehouse.com,+84 28 7303 9079,,,"['https://lh5.googleusercontent.com/p/AF1QipOS2oaAdBijOWfMB_-3gnETy00cBhQisWpPmSdQ', 'https://lh5.googleusercontent.com/p/AF1QipO5WELshvXUqbZ6YLywK-6VDoZKN5r2f1I8iNex']"
675,1990 Coffee & Tea,"305/24 Đ. Lê Văn Sỹ, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",fb.com,+84 90 892 39 29,36,4.8,"['https://lh5.googleusercontent.com/p/AF1QipPPYZUkuZsuXkx8qCKIP13eBW4hJ51PNUxLPHUm', 'https://lh5.googleusercontent.com/p/AF1QipOS2oaAdBijOWfMB_-3gnETy00cBhQisWpPmSdQ']"
676,MILANO COFFEE,"Hẻm 108/7/7 Cộng Hòa, Phường 4, Quận Tân Bình 21/5 Đồng Khởi, số cũ, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,13,4.8,"['https://lh5.googleusercontent.com/p/AF1QipPkrAZF0TcqJ1IDQ2DSDLyTUswQm5U64hAxjbZY', 'https://lh5.googleusercontent.com/p/AF1QipPPYZUkuZsuXkx8qCKIP13eBW4hJ51PNUxLPHUm']"
677,Cafe Aroma,"196/1/1 Đ. Cộng Hòa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 867 817 072,8,4.9,"['https://lh5.googleusercontent.com/p/AF1QipMDbB5wYS0GnevspXXLK8QWFd5Hf81rxalgUPaE', 'https://lh5.googleusercontent.com/p/AF1QipPkrAZF0TcqJ1IDQ2DSDLyTUswQm5U64hAxjbZY']"
678,NOW Coffee & Tea,"190 Trương Công Định, Phường 14, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",nowcoffeeandtea.vn,+84 865 466 488,,,"['https://lh5.googleusercontent.com/p/AF1QipP6b02P3N2sRf3PjnAQZOrmX-y_WoyZ3Y6WhWg6', 'https://lh5.googleusercontent.com/p/AF1QipMDbB5wYS0GnevspXXLK8QWFd5Hf81rxalgUPaE']"
679,K300 COFFEE,"chung cư, 1.06 lô A2, K300. Đường Quách Văn Tuấn, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 90 672 01 50,8,4.6,"['https://lh5.googleusercontent.com/p/AF1QipOrNb7YdC8hDfVrwPnKYf3dtnA1eZfoMfjSNDo1', 'https://lh5.googleusercontent.com/p/AF1QipP6b02P3N2sRf3PjnAQZOrmX-y_WoyZ3Y6WhWg6']"
680,Zen Koi Garden Coffee,"31/34 Nguyễn Đình Khơi, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",zenkoifarm.vn,+84 90 838 65 56,,,"['https://lh5.googleusercontent.com/p/AF1QipMVY2e95dxFkuN8NVGsvf1D4utzSRDnViaWq1wQ', 'https://lh5.googleusercontent.com/p/AF1QipOrNb7YdC8hDfVrwPnKYf3dtnA1eZfoMfjSNDo1']"
681,Leaf Coffee,"2-4 Phan Bá Phiến, Phường 12, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",,,53,4.3,"['https://lh5.googleusercontent.com/p/AF1QipMWcHpoAA35GrrXpntwNnbqB3prO16QFvrL315V', 'https://lh5.googleusercontent.com/p/AF1QipMVY2e95dxFkuN8NVGsvf1D4utzSRDnViaWq1wQ']"
682,The Coffee House - Lê Trung Nghĩa,"51 Lê Trung Nghĩa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",thecoffeehouse.com,+84 28 7303 9079,,,"['https://lh5.googleusercontent.com/p/AF1QipOEaSmwsYS05nibySjjNXQHaU5rtEcIco_ENlMv', 'https://lh5.googleusercontent.com/p/AF1QipMWcHpoAA35GrrXpntwNnbqB3prO16QFvrL315V']"
683,Ly Cafe,"35/28, Lê Bình, Phường 4, Quận Tân Bình, Thành Phố Hồ Chí Minh, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 90 815 35 35,37,4.4,"['https://lh5.googleusercontent.com/p/AF1QipMm5WBdn3NAL3lBg-xFoGj5exkLhmX2cj10YhYx', 'https://lh5.googleusercontent.com/p/AF1QipOEaSmwsYS05nibySjjNXQHaU5rtEcIco_ENlMv']"
684,Quán Cafe Vườn Lan,"Số 2 Đ. Ấp Bắc, Phường 13, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 91 323 45 47,206,3.7,"['https://lh5.googleusercontent.com/p/AF1QipP5Moyd418Yhb_GYq_A6ncHQCrjH7CKPMqRA1Go', 'https://lh5.googleusercontent.com/p/AF1QipMm5WBdn3NAL3lBg-xFoGj5exkLhmX2cj10YhYx']"
685,Tiệm cà phê Hiên Cúc Trắng,"25 Tân Canh, Phường 1, Tân Bình, Thành phố Hồ Chí Minh 70000, Vietnam",hiencuctrang.com,+84 90 230 04 20,,,"['https://lh5.googleusercontent.com/p/AF1QipP_rlRpWEgCo-QRaISidBbCJWpQ_LhC63VMSjEX', 'https://lh5.googleusercontent.com/p/AF1QipP5Moyd418Yhb_GYq_A6ncHQCrjH7CKPMqRA1Go']"
